iter	Passed	Remaining
196	1003	4091
197	1007	4081
198	1011	4070
199	1015	4060
200	1019	4050
201	1022	4040
202	1026	4030
203	1030	4022
204	1036	4018
205	1040	4011
206	1045	4004
207	1050	3999
208	1054	3989
209	1057	3979
210	1062	3971
211	1066	3963
212	1070	3954
213	1074	3944
214	1078	3936
215	1082	3928
216	1086	3919
217	1090	3910
218	1094	3903
219	1099	3896
220	1103	3888
221	1107	3880
222	1111	3874
223	1116	3867
224	1120	3861
225	1126	3857
226	1130	3849
227	1134	3841
228	1138	3833
229	1143	3826
230	1147	3818
231	1151	3811
232	1155	3802
233	1159	3796
234	1164	3790
235	1168	3782
236	1172	3774
237	1176	3766
238	1181	3761
239	1185	3753
240	1189	3747
241	1194	3740
242	1197	3731
243	1201	3721
244	1205	3714
245	1209	3707
246	1213	3698
247	1217	3690
248	1221	3684
249	1227	3681
250	1232	3676
251	1236	3671
252	1242	3667
253	1246	3659
254	1249	3651
255	1254	3645
256	1258	3637
257	1262	3629
258	1266	3622
259	1270	3616
260	1274	3608
261	1278	3599
262	1282	3592
263	1286	3586
264	1290	3579
265	1294	3570
266	1298	3564
267	1302	3556
268	1305	3548
269	1309	3541
270	1315	3537
271	1320	3534
272	1324	3526
273	1328	3519
274	1332	3513
275	1336	3505
276	1340	3498
277	1344	3491
278	1348	3483
279	1351	3475
280	1355	3469
281	1359	3462
282	1364	3456
283	1367	3448
284	1371	3441
285	1376	3435
286	1380	3429
287	1384	3422
288	1388	3414
289	1391	3406
290	1395	3400
291	1399	3394
292	1404	3388
293	1407	3379
294	1411	3373
295	1415	3367
296	1421	3364
297	1426	3359
298	1430	3353
299	1434	3346
300	1437	3339
301	1442	3333
302	1446	3326
303	1450	3320
304	1453	3313
305	1458	3308
306	1462	3301
307	1466	3294
308	1470	3287
309	1474	3282
310	1479	3276
311	1483	3271
312	1487	3264
313	1491	3259
314	1495	3252
315	1499	3245
316	1503	3239
317	1508	3234
318	1513	3230
319	1517	3224
320	1521	3218
321	1525	3212
322	1529	3205
323	1533	3199
324	1537	3192
325	1541	3186
326	1545	3180
327	1549	3174
328	1554	3169
329	1557	3163
330	1561	3156
331	1565	3150
332	1570	3146
333	1574	3139
334	1578	3133
335	1582	3127
336	1586	3122
337	1591	3116
338	1595	3111
339	1601	3108
340	1605	3102
341	1609	3096
342	1613	3091
343	1618	3085
344	1622	3079
345	1625	3073
346	1629	3065
347	1632	3059
348	1636	3052
349	1640	3046
350	1643	3039
351	1648	3034
352	1652	3028
353	1656	3022
354	1660	3017
355	1664	3010
356	1668	3005
357	1672	2999
358	1676	2994
359	1681	2988
360	1684	2981
361	1689	2976
362	1693	2971
363	1697	2966
364	1702	2962
365	1707	2958
366	1712	2954
367	1716	2948
368	1720	2942
369	1725	2937
370	1730	2933
371	1735	2929
372	1739	2923
373	1744	2920
374	1749	2915
375	1753	2909
376	1758	2905
377	1762	2900
378	1767	2895
379	1772	2891
380	1776	2886
381	1780	2881
382	1784	2875
383	1790	2872
384	1796	2869
385	1800	2863
386	1804	2857
387	1807	2851
388	1811	2845
389	1814	2838
390	1818	2833
391	1822	2827
392	1826	2821
393	1830	2815
394	1833	2808
395	1838	2803
396	1842	2797
397	1845	2792
398	1849	2785
399	1853	2780
400	1857	2774
401	1861	2769
402	1867	2766
403	1871	2761
404	1876	2756
405	1882	2753
406	1887	2749
407	1890	2743
408	1894	2738
409	1898	2732
410	1903	2727
411	1906	2721
412	1910	2715
413	1914	2710
414	1919	2705
415	1922	2699
416	1926	2693
417	1930	2688
418	1934	2682
419	1938	2676
420	1942	2671
421	1946	2665
422	1950	2661
423	1954	2655
424	1958	2649
425	1963	2645
426	1968	2641
427	1972	2636
428	1976	2630
429	1982	2627
430	1986	2623
431	1990	2617
432	1998	2616
433	2002	2612
434	2007	2607
435	2012	2603
436	2017	2598
437	2021	2593
438	2026	2590
439	2032	2586
440	2037	2583
441	2043	2579
442	2048	2575
443	2052	2570
444	2056	2565
445	2061	2560
446	2064	2554
447	2069	2549
448	2074	2545
449	2078	2539
450	2081	2534
451	2085	2528
452	2089	2523
453	2093	2517
454	2097	2512
455	2100	2506
456	2104	2500
457	2108	2495
458	2112	2489
459	2116	2484
460	2120	2479
461	2125	2475
462	2130	2470
463	2134	2465
464	2137	2459
465	2141	2454
466	2145	2448
467	2149	2443
468	2153	2438
469	2159	2435
470	2164	2431
471	2168	2426
472	2173	2421
473	2177	2416
474	2181	2411
475	2186	2406
476	2189	2400
477	2193	2395
478	2197	2390
479	2201	2384
480	2204	2379
481	2208	2373
482	2212	2368
483	2216	2363
484	2220	2358
485	2224	2352
486	2228	2347
487	2232	2341
488	2236	2336
489	2240	2331
490	2244	2326
491	2249	2322
492	2253	2317
493	2257	2312
494	2263	2308
495	2268	2304
496	2273	2300
497	2278	2296
498	2282	2291
499	2285	2285
500	2289	2280
501	2293	2275
502	2297	2269
503	2301	2264
504	2304	2259
505	2308	2254
506	2312	2248
507	2316	2243
508	2320	2238
509	2324	2233
510	2328	2228
511	2332	2222
512	2336	2217
513	2340	2213
514	2344	2207
515	2348	2202
516	2351	2197
517	2355	2191
518	2359	2186
519	2364	2182
520	2367	2176
521	2371	2171
522	2375	2166
523	2380	2162
524	2384	2157
525	2388	2152
526	2392	2147
527	2396	2142
528	2400	2137
529	2404	2132
530	2408	2127
531	2412	2122
532	2416	2117
533	2421	2112
534	2426	2108
535	2430	2104
536	2435	2099
537	2439	2094
538	2443	2089
539	2446	2084
540	2450	2079
541	2454	2074
542	2458	2069
543	2462	2064
544	2466	2059
545	2470	2054
546	2474	2049
547	2478	2043
548	2482	2039
549	2486	2034
550	2489	2028
551	2493	2023
552	2497	2018
553	2501	2013
554	2504	2008
555	2508	2003
556	2512	1998
557	2517	1994
558	2520	1988
559	2524	1983
560	2529	1979
561	2532	1973
562	2536	1968
563	2540	1964
564	2545	1960
565	2550	1955
566	2554	1950
567	2558	1945
568	2562	1941
569	2566	1936
570	2571	1932
571	2575	1927
572	2579	1921
573	2583	1917
574	2587	1912
575	2591	1907
576	2595	1902
577	2599	1898
578	2603	1892
579	2607	1888
580	2611	1883
581	2615	1878
582	2619	1873
583	2622	1868
584	2626	1863
585	2630	1858
586	2635	1854
587	2639	1849
588	2644	1845
589	2649	1841
590	2654	1836
591	2658	1832
592	2662	1827
593	2667	1823
594	2672	1818
595	2676	1814
596	2680	1809
597	2683	1804
598	2687	1799
599	2691	1794
600	2695	1789
601	2699	1784
602	2702	1779
603	2706	1774
604	2710	1769
605	2714	1764
606	2718	1759
607	2721	1754
608	2725	1749
609	2729	1745
610	2734	1740
611	2738	1736
612	2743	1731
613	2747	1727
614	2751	1722
615	2755	1717
616	2759	1712
617	2764	1708
618	2769	1704
619	2773	1700
620	2778	1695
621	2782	1691
622	2786	1686
623	2790	1681
624	2795	1677
625	2799	1672
626	2803	1667
627	2807	1662
628	2811	1658
629	2815	1653
630	2819	1648
631	2823	1643
632	2827	1639
633	2832	1634
634	2835	1630
635	2839	1625
636	2843	1620
637	2846	1615
638	2850	1610
639	2854	1605
640	2858	1601
641	2862	1596
642	2866	1591
643	2870	1586
644	2873	1581
645	2877	1576
646	2881	1572
647	2885	1567
648	2888	1562
649	2892	1557
650	2896	1552
651	2900	1547
652	2903	1543
653	2907	1538
654	2911	1533
655	2915	1528
656	2919	1523
657	2923	1519
658	2927	1514
659	2931	1510
660	2935	1505
661	2939	1501
662	2944	1496
663	2948	1491
664	2951	1487
665	2956	1482
666	2959	1477
667	2963	1472
668	2967	1468
669	2972	1464
670	2977	1459
671	2980	1454
672	2985	1450
673	2990	1446
674	2995	1442
675	2999	1437
676	3003	1433
677	3007	1428
678	3011	1423
679	3017	1420
680	3024	1416
681	3028	1412
682	3032	1407
683	3036	1402
684	3040	1398
685	3043	1393
686	3047	1388
687	3051	1383
688	3055	1379
689	3059	1374
690	3063	1369
691	3067	1365
692	3071	1360
693	3076	1356
694	3079	1351
695	3083	1346
696	3087	1342
697	3091	1337
698	3094	1332
699	3098	1327
700	3102	1323
701	3106	1318
702	3110	1313
703	3114	1309
704	3118	1304
705	3122	1300
706	3127	1296
707	3130	1291
708	3134	1286
709	3138	1281
710	3142	1277
711	3146	1272
712	3151	1268
713	3155	1263
714	3158	1259
715	3162	1254
716	3166	1249
717	3170	1245
718	3173	1240
719	3177	1235
720	3182	1231
721	3186	1226
722	3190	1222
723	3194	1217
724	3199	1213
725	3202	1208
726	3207	1204
727	3211	1200
728	3216	1195
729	3220	1191
730	3224	1186
731	3228	1181
732	3231	1177
733	3235	1172
734	3239	1167
735	3243	1163
736	3246	1158
737	3250	1154
738	3254	1149
739	3259	1145
740	3263	1140
741	3266	1135
742	3271	1131
743	3275	1126
744	3279	1122
745	3283	1117
746	3286	1113
747	3289	1108
748	3294	1103
749	3297	1099
750	3301	1094
751	3304	1089
752	3308	1085
753	3312	1080
754	3316	1076
755	3320	1071
756	3324	1067
757	3328	1062
758	3332	1058
759	3336	1053
760	3340	1049
761	3344	1044
762	3348	1040
763	3352	1035
764	3356	1031
765	3361	1026
766	3365	1022
767	3369	1017
768	3373	1013
769	3377	1008
770	3382	1004
771	3386	1000
772	3391	996
773	3396	991
774	3400	987
775	3405	982
776	3408	978
777	3412	973
778	3416	969
779	3420	964
780	3424	960
781	3428	955
782	3433	951
783	3437	947
784	3441	942
785	3445	938
786	3450	933
787	3455	929
788	3459	925
789	3463	920
790	3466	916
791	3470	911
792	3474	907
793	3480	902
794	3484	898
795	3488	894
796	3493	889
797	3497	885
798	3501	880
799	3505	876
800	3509	871
801	3513	867
802	3517	862
803	3521	858
804	3525	854
805	3529	849
806	3533	845
807	3537	840
808	3541	836
809	3545	831
810	3549	827
811	3552	822
812	3556	818
813	3560	813
814	3565	809
815	3569	804
816	3574	800
817	3578	796
818	3584	792
819	3589	788
820	3594	783
821	3599	779
822	3603	775
823	3608	770
824	3612	766
825	3616	761
826	3620	757
827	3625	753
828	3629	748
829	3633	744
830	3637	739
831	3642	735
832	3646	731
833	3650	726
834	3654	722
835	3658	717
836	3661	713
837	3665	708
838	3670	704
839	3675	700
840	3679	695
841	3683	691
842	3687	686
843	3691	682
844	3695	677
845	3699	673
846	3703	669
847	3707	664
848	3711	660
849	3714	655
850	3718	651
851	3722	646
852	3726	642
853	3730	637
854	3734	633
855	3738	628
856	3742	624
857	3745	619
858	3749	615
859	3753	611
860	3758	606
861	3762	602
862	3767	598
863	3772	593
864	3777	589
865	3781	585
866	3785	580
867	3790	576
868	3794	572
869	3798	567
870	3802	563
871	3806	558
872	3809	554
873	3814	549
874	3818	545
875	3821	541
876	3825	536
877	3829	532
878	3833	527
879	3837	523
880	3840	518
881	3844	514
882	3848	509
883	3852	505
884	3856	501
885	3860	496
886	3865	492
887	3869	488
888	3874	483
889	3878	479
890	3881	474
891	3885	470
892	3889	466
893	3893	461
894	3897	457
895	3901	452
896	3905	448
897	3909	444
898	3913	439
899	3917	435
900	3922	430
901	3926	426
902	3930	422
903	3934	417
904	3938	413
905	3942	409
906	3947	404
907	3952	400
908	3957	396
909	3961	391
910	3965	387
911	3969	383
912	3974	378
913	3979	374
914	3983	370
915	3987	365
916	3992	361
917	3997	357
918	4001	352
919	4005	348
920	4008	343
921	4012	339
922	4017	335
923	4021	330
924	4024	326
925	4028	321
926	4032	317
927	4036	313
928	4040	308
929	4043	304
930	4048	300
931	4052	295
932	4057	291
933	4061	286
934	4065	282
935	4069	278
936	4073	273
937	4077	269
938	4082	265
939	4086	260
940	4089	256
941	4094	252
942	4097	247
943	4101	243
944	4105	238
945	4109	234
946	4113	230
947	4117	225
948	4120	221
949	4125	217
950	4129	212
951	4132	208
952	4136	204
953	4141	199
954	4145	195
955	4149	190
956	4153	186
957	4158	182
958	4162	177
959	4167	173
960	4171	169
961	4175	164
962	4179	160
963	4185	156
964	4189	151
965	4193	147
966	4197	143
967	4201	138
968	4205	134
969	4209	130
970	4213	125
971	4217	121
972	4221	117
973	4225	112
974	4229	108
975	4233	104
976	4237	99
977	4242	95
978	4246	91
979	4250	86
980	4254	82
981	4258	78
982	4262	73
983	4266	69
984	4270	65
985	4274	60
986	4278	56
987	4281	52
988	4286	47
989	4290	43
990	4294	39
991	4298	34
992	4302	30
993	4306	25
994	4310	21
995	4314	17
996	4318	12
997	4322	8
998	4326	4
999	4331	0
